id,subset,llm_correct,assessor_correct
118,math_num_theory_hard,0,0.09
79,math_num_theory_hard,0,0.05
60,math_num_theory_hard,0,0.01
151,math_num_theory_hard,0,0.1
4,math_num_theory_hard,0,0.27
138,math_num_theory_hard,0,0.16
77,math_num_theory_hard,0,0.11
55,math_num_theory_hard,0,0.05
106,math_num_theory_hard,0,0.15
76,math_num_theory_hard,0,0.02
94,math_num_theory_hard,0,0.2
32,math_num_theory_hard,0,0.02
80,math_num_theory_hard,0,0.02
109,math_num_theory_hard,0,0.12
2,math_num_theory_hard,0,0.08
81,math_num_theory_hard,0,0.09
105,math_num_theory_hard,0,0.04
29,math_num_theory_hard,0,0.11
34,math_num_theory_hard,0,0.07
5,math_num_theory_hard,0,0.06
104,math_num_theory_hard,0,0.01
101,math_num_theory_hard,0,0.08
148,math_num_theory_hard,0,0.05
61,math_num_theory_hard,0,0.1
43,math_num_theory_hard,0,0.05
40,math_num_theory_hard,0,0.03
25,math_num_theory_hard,0,0.13
87,math_num_theory_hard,0,0.11
117,math_num_theory_hard,0,0.02
66,math_num_theory_hard,0,0.13
129,math_num_theory_hard,0,0.04
27,math_num_theory_hard,0,0.01
91,math_num_theory_hard,0,0.0
59,math_num_theory_hard,0,0.51
54,math_num_theory_hard,0,0.04
124,math_num_theory_hard,0,0.01
144,math_num_theory_hard,0,0.02
137,math_num_theory_hard,0,0.04
75,math_num_theory_hard,0,0.02
99,math_num_theory_hard,0,0.04
19,math_num_theory_hard,0,0.23
133,math_num_theory_hard,0,0.01
136,math_num_theory_hard,0,0.05
149,math_num_theory_hard,0,0.05
108,math_num_theory_hard,0,0.07
126,math_num_theory_hard,0,0.0
23,math_num_theory_hard,0,0.06
116,math_num_theory_hard,0,0.2
39,math_num_theory_hard,0,0.12
14,math_num_theory_hard,0,0.09
22,math_num_theory_hard,0,0.13
46,math_num_theory_hard,0,0.0
50,math_num_theory_hard,0,0.01
33,math_num_theory_hard,0,0.02
90,math_num_theory_hard,0,0.01
115,math_num_theory_hard,0,0.06
62,math_num_theory_hard,0,0.07
72,math_num_theory_hard,0,0.08
122,math_num_theory_hard,0,0.05
48,math_num_theory_hard,0,0.11
70,math_num_theory_hard,0,0.08
134,math_num_theory_hard,0,0.08
21,math_num_theory_hard,0,0.01
130,math_num_theory_hard,0,0.19
64,math_num_theory_hard,0,0.14
86,math_num_theory_hard,0,0.06
190,math_prealgebra_hard,0,0.47
180,math_prealgebra_hard,0,0.03
62,math_prealgebra_hard,0,0.0
133,math_prealgebra_hard,0,0.23
168,math_prealgebra_hard,0,0.03
123,math_prealgebra_hard,0,0.06
138,math_prealgebra_hard,0,0.39
71,math_prealgebra_hard,0,0.05
82,math_prealgebra_hard,0,0.12
24,math_prealgebra_hard,0,0.08
21,math_prealgebra_hard,0,0.5
176,math_prealgebra_hard,0,0.06
109,math_prealgebra_hard,0,0.22
165,math_prealgebra_hard,0,0.0
41,math_prealgebra_hard,0,0.06
7,math_prealgebra_hard,0,0.16
142,math_prealgebra_hard,0,0.53
46,math_prealgebra_hard,0,0.22
150,math_prealgebra_hard,0,0.0
186,math_prealgebra_hard,0,0.07
75,math_prealgebra_hard,0,0.08
85,math_prealgebra_hard,0,0.68
61,math_prealgebra_hard,0,0.27
166,math_prealgebra_hard,0,0.08
14,math_prealgebra_hard,0,1.0
53,math_prealgebra_hard,0,0.04
70,math_prealgebra_hard,0,0.11
157,math_prealgebra_hard,0,0.37
72,math_prealgebra_hard,0,0.25
103,math_prealgebra_hard,0,0.0
101,math_prealgebra_hard,0,0.05
50,math_prealgebra_hard,0,0.05
6,math_prealgebra_hard,1,0.18
23,math_prealgebra_hard,0,0.18
48,math_prealgebra_hard,0,0.08
92,math_prealgebra_hard,0,0.07
153,math_prealgebra_hard,0,0.44
188,math_prealgebra_hard,0,0.24
5,math_prealgebra_hard,0,0.24
171,math_prealgebra_hard,0,0.12
120,math_prealgebra_hard,0,0.01
39,math_prealgebra_hard,0,0.06
15,math_prealgebra_hard,0,0.01
97,math_prealgebra_hard,0,0.35
134,math_prealgebra_hard,0,0.04
191,math_prealgebra_hard,0,0.2
183,math_prealgebra_hard,0,0.41
130,math_prealgebra_hard,0,0.05
124,math_prealgebra_hard,0,1.0
91,math_prealgebra_hard,0,0.42
111,math_prealgebra_hard,0,0.11
192,math_prealgebra_hard,0,0.15
60,math_prealgebra_hard,0,0.16
136,math_prealgebra_hard,0,0.07
167,math_prealgebra_hard,0,0.14
122,math_prealgebra_hard,0,0.11
83,math_prealgebra_hard,0,0.01
68,math_prealgebra_hard,0,0.14
4,math_prealgebra_hard,0,0.16
156,math_prealgebra_hard,0,0.03
80,math_prealgebra_hard,0,0.05
135,math_prealgebra_hard,0,0.02
32,math_prealgebra_hard,0,0.12
16,math_prealgebra_hard,0,0.03
36,math_prealgebra_hard,0,0.26
155,math_prealgebra_hard,0,0.17
20,math_prealgebra_hard,0,1.0
30,math_prealgebra_hard,0,0.06
49,math_prealgebra_hard,0,0.09
141,math_prealgebra_hard,0,0.01
74,math_prealgebra_hard,0,0.04
181,math_prealgebra_hard,0,0.09
147,math_prealgebra_hard,0,0.11
100,math_prealgebra_hard,0,0.07
175,math_prealgebra_hard,0,0.05
12,math_prealgebra_hard,0,0.02
129,math_prealgebra_hard,0,0.02
107,math_prealgebra_hard,0,0.01
144,math_prealgebra_hard,0,0.22
94,math_prealgebra_hard,0,0.04
102,math_prealgebra_hard,0,0.2
174,math_prealgebra_hard,0,0.04
2,math_prealgebra_hard,0,0.0
27,math_prealgebra_hard,0,0.11
54,math_prealgebra_hard,0,0.2
173,math_prealgebra_hard,0,0.06
93,math_prealgebra_hard,0,1.0
81,math_prealgebra_hard,0,0.26
52,math_prealgebra_hard,0,0.05
17,math_prealgebra_hard,0,0.06
73,math_prealgebra_hard,0,0.12
47,math_prealgebra_hard,0,1.0
184,math_prealgebra_hard,0,1.0
178,math_prealgebra_hard,0,0.13
140,math_prealgebra_hard,0,0.07
19,math_prealgebra_hard,0,0.34
154,math_prealgebra_hard,0,0.07
131,math_prealgebra_hard,0,0.12
158,math_prealgebra_hard,0,0.09
161,math_prealgebra_hard,0,0.33
118,math_prealgebra_hard,0,0.05
45,math_prealgebra_hard,0,0.21
119,math_prealgebra_hard,0,0.32
189,math_prealgebra_hard,0,0.09
67,math_prealgebra_hard,0,0.08
3,math_prealgebra_hard,0,0.07
185,math_prealgebra_hard,0,0.01
55,math_prealgebra_hard,0,0.07
65,math_prealgebra_hard,0,0.0
169,math_prealgebra_hard,0,0.23
121,math_prealgebra_hard,0,0.24
177,math_prealgebra_hard,0,0.04
182,math_prealgebra_hard,0,0.2
34,math_prealgebra_hard,0,0.05
148,math_prealgebra_hard,0,0.04
172,math_prealgebra_hard,0,0.11
105,math_prealgebra_hard,0,0.06
104,math_prealgebra_hard,0,0.02
8,math_prealgebra_hard,0,0.29
77,math_prealgebra_hard,0,0.12
108,math_prealgebra_hard,0,0.14
149,math_prealgebra_hard,0,0.02
76,math_prealgebra_hard,0,0.08
126,math_prealgebra_hard,0,0.0
51,math_prealgebra_hard,0,0.08
69,math_prealgebra_hard,0,0.09
179,math_prealgebra_hard,0,0.15
29,math_prealgebra_hard,0,0.47
116,math_prealgebra_hard,0,0.01
137,math_prealgebra_hard,0,0.0
143,math_prealgebra_hard,0,0.01
128,math_prealgebra_hard,0,0.01
112,math_prealgebra_hard,0,0.01
187,math_prealgebra_hard,0,0.0
37,math_prealgebra_hard,0,0.0
59,math_prealgebra_hard,0,0.51
11,math_prealgebra_hard,0,0.1
1,math_prealgebra_hard,0,0.03
84,math_prealgebra_hard,0,0.12
113,math_prealgebra_hard,0,0.29
88,math_prealgebra_hard,0,0.01
90,math_prealgebra_hard,0,0.04
152,math_prealgebra_hard,0,0.23
163,math_prealgebra_hard,0,0.48
86,math_prealgebra_hard,0,0.25
115,math_prealgebra_hard,0,0.05
106,math_prealgebra_hard,0,0.19
64,math_prealgebra_hard,0,0.12
35,math_prealgebra_hard,0,0.21
31,math_prealgebra_hard,0,0.3
9,math_prealgebra_hard,0,0.02
22,math_prealgebra_hard,0,0.05
25,math_prealgebra_hard,0,0.0
87,math_prealgebra_hard,0,0.07
64,math_precalculus_hard,0,0.08
41,math_precalculus_hard,0,0.08
70,math_precalculus_hard,0,0.25
74,math_precalculus_hard,0,0.09
36,math_precalculus_hard,0,0.02
112,math_precalculus_hard,0,0.05
129,math_precalculus_hard,0,0.0
107,math_precalculus_hard,0,1.0
21,math_precalculus_hard,0,0.01
16,math_precalculus_hard,0,0.04
46,math_precalculus_hard,0,0.01
123,math_precalculus_hard,0,0.06
88,math_precalculus_hard,0,0.03
122,math_precalculus_hard,0,0.12
126,math_precalculus_hard,0,0.01
52,math_precalculus_hard,0,0.02
82,math_precalculus_hard,0,0.57
89,math_precalculus_hard,0,0.06
92,math_precalculus_hard,0,0.09
9,math_precalculus_hard,0,0.04
19,math_precalculus_hard,0,0.1
7,math_precalculus_hard,0,0.26
117,math_precalculus_hard,0,0.0
127,math_precalculus_hard,0,0.04
50,math_precalculus_hard,0,0.1
20,math_precalculus_hard,0,0.07
24,math_precalculus_hard,0,0.08
108,math_precalculus_hard,0,0.01
102,math_precalculus_hard,0,0.09
73,math_precalculus_hard,0,0.12
12,math_precalculus_hard,0,0.04
84,math_precalculus_hard,0,0.02
49,math_precalculus_hard,0,0.0
86,math_precalculus_hard,0,0.12
59,math_precalculus_hard,0,0.03
72,math_precalculus_hard,0,0.01
30,math_precalculus_hard,0,0.0
97,math_precalculus_hard,0,0.14
99,math_precalculus_hard,0,0.05
118,math_precalculus_hard,0,0.1
77,math_precalculus_hard,0,0.02
60,math_precalculus_hard,0,0.05
131,math_precalculus_hard,0,0.16
4,math_precalculus_hard,0,0.17
3,math_precalculus_hard,0,0.0
43,math_precalculus_hard,0,0.0
37,math_precalculus_hard,0,0.09
106,math_precalculus_hard,0,0.08
65,math_precalculus_hard,0,0.0
94,math_precalculus_hard,0,0.06
32,math_precalculus_hard,0,0.04
80,math_precalculus_hard,0,0.0
105,math_precalculus_hard,0,0.04
2,math_precalculus_hard,0,0.0
79,math_precalculus_hard,0,0.0
67,math_precalculus_hard,0,0.07
34,math_precalculus_hard,0,0.01
23,math_precalculus_hard,0,0.0
104,math_precalculus_hard,0,0.31
63,math_precalculus_hard,0,0.04
13,math_precalculus_hard,0,0.09
40,math_precalculus_hard,0,0.09
53,math_precalculus_hard,0,0.02
95,math_precalculus_hard,0,0.08
66,math_precalculus_hard,0,0.06
113,math_precalculus_hard,0,0.1
121,math_precalculus_hard,0,0.02
55,math_precalculus_hard,0,0.01
54,math_precalculus_hard,0,0.04
27,math_precalculus_hard,0,0.09
18,math_precalculus_hard,0,0.0
78,math_precalculus_hard,0,0.04
29,math_precalculus_hard,0,0.07
76,math_precalculus_hard,0,0.04
11,math_precalculus_hard,0,0.06
44,math_precalculus_hard,0,0.11
103,math_precalculus_hard,0,0.05
10,math_precalculus_hard,0,0.01
15,math_precalculus_hard,0,0.12
51,math_precalculus_hard,0,0.0
47,math_precalculus_hard,0,0.05
68,math_precalculus_hard,0,0.1
116,math_precalculus_hard,0,0.05
22,math_precalculus_hard,0,0.04
119,math_precalculus_hard,0,0.02
14,math_precalculus_hard,0,0.05
128,math_precalculus_hard,0,1.0
8,math_precalculus_hard,0,0.08
61,math_precalculus_hard,0,0.05
83,math_precalculus_hard,0,0.11
6,math_precalculus_hard,0,0.12
133,math_precalculus_hard,0,0.0
48,math_precalculus_hard,0,0.06
85,math_precalculus_hard,0,0.07
1,math_precalculus_hard,0,0.03
5,math_precalculus_hard,0,0.16
100,math_precalculus_hard,0,0.01
39,math_precalculus_hard,0,0.08
130,math_precalculus_hard,0,0.05
134,math_precalculus_hard,0,0.04
17,math_precalculus_hard,0,0.03
124,math_precalculus_hard,0,0.1
62,math_precalculus_hard,0,0.07
125,math_precalculus_hard,0,0.16
81,math_precalculus_hard,0,0.22
120,math_precalculus_hard,0,0.02
75,math_precalculus_hard,0,0.09
93,math_precalculus_hard,0,0.01
