id,prompt,target
93,"If you follow these instructions, do you return to the starting point? Take 7 steps. Turn around. Take 10 steps. Take 2 steps. Turn around. Take 5 steps. Turn left.
Options:
- Yes
- No",Yes
95,"If you follow these instructions, do you return to the starting point? Take 2 steps. Take 8 steps. Take 8 steps. Take 6 steps.
Options:
- Yes
- No",No
97,"If you follow these instructions, do you return to the starting point? Always face forward. Take 9 steps right. Take 6 steps right. Take 10 steps backward. Take 9 steps left. Take 4 steps left.
Options:
- Yes
- No",No
99,"If you follow these instructions, do you return to the starting point? Always face forward. Take 6 steps backward. Take 2 steps backward. Take 1 step forward. Take 6 steps forward. Take 3 steps forward.
Options:
- Yes
- No",No
101,"If you follow these instructions, do you return to the starting point? Turn around. Turn right. Take 7 steps. Turn right.
Options:
- Yes
- No",No
103,"If you follow these instructions, do you return to the starting point? Turn left. Take 7 steps. Turn left. Turn left. Take 9 steps. Take 2 steps. Turn left. Take 4 steps.
Options:
- Yes
- No",No
105,"If you follow these instructions, do you return to the starting point? Take 6 steps. Turn left. Take 6 steps. Turn around. Take 2 steps. Take 10 steps.
Options:
- Yes
- No",No
107,"If you follow these instructions, do you return to the starting point? Always face forward. Take 5 steps right. Take 7 steps left. Take 8 steps right. Take 6 steps left.
Options:
- Yes
- No",Yes
109,"If you follow these instructions, do you return to the starting point? Take 10 steps. Take 8 steps. Turn left. Take 3 steps. Take 1 step. Take 6 steps. Take 7 steps.
Options:
- Yes
- No",No
111,"If you follow these instructions, do you return to the starting point? Always face forward. Take 5 steps left. Take 4 steps left. Take 1 step left. Take 2 steps left. Take 2 steps right. Take 3 steps left. Take 5 steps forward. Take 3 steps backward.
Options:
- Yes
- No",No
113,"If you follow these instructions, do you return to the starting point? Always face forward. Take 10 steps left. Take 10 steps right. Take 7 steps backward. Take 7 steps forward.
Options:
- Yes
- No",Yes
115,"If you follow these instructions, do you return to the starting point? Take 8 steps. Take 2 steps. Turn right. Turn right. Take 10 steps.
Options:
- Yes
- No",Yes
117,"If you follow these instructions, do you return to the starting point? Take 6 steps. Turn left. Turn left. Take 1 step. Take 5 steps. Turn around.
Options:
- Yes
- No",Yes
119,"If you follow these instructions, do you return to the starting point? Always face forward. Take 3 steps forward. Take 3 steps backward.
Options:
- Yes
- No",Yes
121,"If you follow these instructions, do you return to the starting point? Always face forward. Take 4 steps right. Take 5 steps right. Take 9 steps left.
Options:
- Yes
- No",Yes
123,"If you follow these instructions, do you return to the starting point? Take 6 steps. Take 5 steps. Take 6 steps.
Options:
- Yes
- No",No
125,"If you follow these instructions, do you return to the starting point? Turn right. Take 2 steps. Take 8 steps. Turn around.
Options:
- Yes
- No",No
127,"If you follow these instructions, do you return to the starting point? Turn left. Take 5 steps. Take 9 steps. Take 7 steps. Turn around. Take 1 step. Take 10 steps.
Options:
- Yes
- No",No
129,"If you follow these instructions, do you return to the starting point? Always face forward. Take 8 steps right. Take 5 steps forward. Take 10 steps forward.
Options:
- Yes
- No",No
131,"If you follow these instructions, do you return to the starting point? Always face forward. Take 1 step right. Take 2 steps forward. Take 2 steps right. Take 4 steps right.
Options:
- Yes
- No",No
133,"If you follow these instructions, do you return to the starting point? Take 5 steps. Take 4 steps. Turn around. Take 10 steps. Take 8 steps. Turn around. Take 2 steps. Take 7 steps.
Options:
- Yes
- No",Yes
135,"If you follow these instructions, do you return to the starting point? Always face forward. Take 9 steps left. Take 4 steps forward. Take 2 steps forward.
Options:
- Yes
- No",No
137,"If you follow these instructions, do you return to the starting point? Take 2 steps. Turn right. Take 6 steps. Take 10 steps. Take 7 steps.
Options:
- Yes
- No",No
139,"If you follow these instructions, do you return to the starting point? Always face forward. Take 9 steps left. Take 5 steps right. Take 2 steps left. Take 2 steps right. Take 6 steps forward. Take 10 steps backward. Take 1 step forward. Take 6 steps left.
Options:
- Yes
- No",No
141,"If you follow these instructions, do you return to the starting point? Take 5 steps. Take 10 steps. Turn around.
Options:
- Yes
- No",No
143,"If you follow these instructions, do you return to the starting point? Take 1 step. Take 5 steps. Take 10 steps. Take 4 steps. Take 4 steps. Take 1 step. Turn right.
Options:
- Yes
- No",No
145,"If you follow these instructions, do you return to the starting point? Turn around. Turn around. Turn left. Take 7 steps. Take 8 steps.
Options:
- Yes
- No",No
147,"If you follow these instructions, do you return to the starting point? Always face forward. Take 8 steps left. Take 9 steps right. Take 1 step right.
Options:
- Yes
- No",No
149,"If you follow these instructions, do you return to the starting point? Take 2 steps. Turn around. Take 9 steps. Take 7 steps. Take 6 steps. Turn left. Take 2 steps.
Options:
- Yes
- No",No
151,"If you follow these instructions, do you return to the starting point? Take 9 steps. Turn left. Turn left. Take 9 steps.
Options:
- Yes
- No",Yes
153,"If you follow these instructions, do you return to the starting point? Always face forward. Take 5 steps forward. Take 7 steps backward. Take 4 steps right. Take 10 steps backward. Take 4 steps backward.
Options:
- Yes
- No",No
155,"If you follow these instructions, do you return to the starting point? Always face forward. Take 8 steps right. Take 8 steps left.
Options:
- Yes
- No",Yes
157,"If you follow these instructions, do you return to the starting point? Always face forward. Take 5 steps forward. Take 8 steps backward. Take 4 steps forward. Take 4 steps right.
Options:
- Yes
- No",No
159,"If you follow these instructions, do you return to the starting point? Take 10 steps. Turn around. Take 1 step. Take 9 steps. Turn around.
Options:
- Yes
- No",Yes
161,"If you follow these instructions, do you return to the starting point? Always face forward. Take 5 steps backward. Take 8 steps forward. Take 7 steps forward. Take 5 steps backward.
Options:
- Yes
- No",No
163,"If you follow these instructions, do you return to the starting point? Take 1 step. Take 7 steps. Take 1 step.
Options:
- Yes
- No",No
165,"If you follow these instructions, do you return to the starting point? Take 10 steps. Turn around. Take 10 steps.
Options:
- Yes
- No",Yes
167,"If you follow these instructions, do you return to the starting point? Take 4 steps. Take 5 steps. Take 9 steps. Take 3 steps. Turn right.
Options:
- Yes
- No",No
169,"If you follow these instructions, do you return to the starting point? Always face forward. Take 8 steps left. Take 2 steps right. Take 6 steps right.
Options:
- Yes
- No",Yes
171,"If you follow these instructions, do you return to the starting point? Always face forward. Take 10 steps right. Take 8 steps backward. Take 1 step backward. Take 8 steps backward. Take 8 steps forward.
Options:
- Yes
- No",No
173,"If you follow these instructions, do you return to the starting point? Take 10 steps. Turn left. Turn around. Take 9 steps. Take 8 steps. Turn right. Turn around. Take 8 steps.
Options:
- Yes
- No",No
175,"If you follow these instructions, do you return to the starting point? Take 2 steps. Take 10 steps. Turn around. Take 6 steps. Turn left. Turn right. Take 6 steps.
Options:
- Yes
- No",Yes
177,"If you follow these instructions, do you return to the starting point? Always face forward. Take 8 steps backward. Take 8 steps forward. Take 10 steps forward. Take 8 steps backward. Take 8 steps right. Take 6 steps backward. Take 7 steps forward. Take 8 steps forward.
Options:
- Yes
- No",No
179,"If you follow these instructions, do you return to the starting point? Take 6 steps. Take 2 steps. Take 2 steps. Turn left. Take 5 steps. Take 8 steps. Turn around.
Options:
- Yes
- No",No
181,"If you follow these instructions, do you return to the starting point? Take 10 steps. Take 4 steps. Take 7 steps. Take 1 step. Take 2 steps. Take 10 steps.
Options:
- Yes
- No",No
183,"If you follow these instructions, do you return to the starting point? Take 7 steps. Turn around. Take 7 steps. Turn left.
Options:
- Yes
- No",Yes
185,"If you follow these instructions, do you return to the starting point? Take 2 steps. Take 3 steps. Turn around. Take 5 steps.
Options:
- Yes
- No",Yes
187,"If you follow these instructions, do you return to the starting point? Turn left. Take 9 steps. Take 2 steps. Take 5 steps. Turn right. Turn right. Take 5 steps. Take 10 steps. Take 1 step.
Options:
- Yes
- No",Yes
189,"If you follow these instructions, do you return to the starting point? Always face forward. Take 8 steps left. Take 9 steps left. Take 8 steps right. Take 8 steps left. Take 3 steps right.
Options:
- Yes
- No",No
191,"If you follow these instructions, do you return to the starting point? Take 2 steps. Take 3 steps. Turn around. Take 4 steps. Take 1 step.
Options:
- Yes
- No",Yes
193,"If you follow these instructions, do you return to the starting point? Take 3 steps. Turn right. Turn left. Take 5 steps. Take 10 steps. Take 7 steps. Turn left.
Options:
- Yes
- No",No
195,"If you follow these instructions, do you return to the starting point? Take 1 step. Take 8 steps. Turn around. Take 8 steps.
Options:
- Yes
- No",No
197,"If you follow these instructions, do you return to the starting point? Always face forward. Take 4 steps forward. Take 9 steps right. Take 6 steps right. Take 8 steps right.
Options:
- Yes
- No",No
199,"If you follow these instructions, do you return to the starting point? Always face forward. Take 2 steps backward. Take 5 steps backward. Take 5 steps right. Take 9 steps right.
Options:
- Yes
- No",No
201,"If you follow these instructions, do you return to the starting point? Take 4 steps. Turn around. Take 4 steps. Turn around. Turn right.
Options:
- Yes
- No",Yes
203,"If you follow these instructions, do you return to the starting point? Take 7 steps. Take 1 step. Take 7 steps. Turn left. Take 5 steps.
Options:
- Yes
- No",No
205,"If you follow these instructions, do you return to the starting point? Turn left. Turn right. Take 7 steps. Turn around. Take 7 steps. Turn right. Turn left. Turn right.
Options:
- Yes
- No",Yes
207,"If you follow these instructions, do you return to the starting point? Take 6 steps. Turn around. Take 8 steps. Take 2 steps.
Options:
- Yes
- No",No
209,"If you follow these instructions, do you return to the starting point? Take 3 steps. Take 9 steps. Turn around. Take 2 steps. Take 7 steps. Take 3 steps.
Options:
- Yes
- No",Yes
211,"If you follow these instructions, do you return to the starting point? Always face forward. Take 6 steps backward. Take 8 steps right. Take 1 step backward. Take 5 steps left. Take 2 steps left.
Options:
- Yes
- No",No
213,"If you follow these instructions, do you return to the starting point? Always face forward. Take 4 steps left. Take 3 steps forward. Take 1 step right.
Options:
- Yes
- No",No
215,"If you follow these instructions, do you return to the starting point? Turn right. Turn right. Turn around. Turn left. Take 4 steps. Take 10 steps. Take 8 steps.
Options:
- Yes
- No",No
217,"If you follow these instructions, do you return to the starting point? Take 7 steps. Take 9 steps. Turn around. Turn right.
Options:
- Yes
- No",No
219,"If you follow these instructions, do you return to the starting point? Turn right. Take 1 step. Take 7 steps. Take 1 step. Take 5 steps.
Options:
- Yes
- No",No
221,"If you follow these instructions, do you return to the starting point? Take 5 steps. Take 3 steps. Take 2 steps. Turn around. Take 10 steps.
Options:
- Yes
- No",Yes
223,"If you follow these instructions, do you return to the starting point? Always face forward. Take 7 steps left. Take 2 steps right. Take 5 steps backward. Take 8 steps left. Take 7 steps forward. Take 7 steps right. Take 9 steps forward.
Options:
- Yes
- No",No
225,"If you follow these instructions, do you return to the starting point? Turn around. Take 4 steps. Turn around. Take 4 steps.
Options:
- Yes
- No",Yes
227,"If you follow these instructions, do you return to the starting point? Turn right. Take 5 steps. Turn around. Take 5 steps. Turn around.
Options:
- Yes
- No",Yes
229,"If you follow these instructions, do you return to the starting point? Take 3 steps. Take 10 steps. Take 4 steps. Take 1 step.
Options:
- Yes
- No",No
231,"If you follow these instructions, do you return to the starting point? Always face forward. Take 10 steps right. Take 7 steps backward. Take 3 steps left. Take 8 steps backward. Take 3 steps backward. Take 8 steps right.
Options:
- Yes
- No",No
233,"If you follow these instructions, do you return to the starting point? Always face forward. Take 5 steps backward. Take 4 steps backward. Take 9 steps forward.
Options:
- Yes
- No",Yes
235,"If you follow these instructions, do you return to the starting point? Always face forward. Take 3 steps forward. Take 3 steps backward. Take 3 steps backward. Take 7 steps left. Take 7 steps right. Take 8 steps backward. Take 4 steps backward.
Options:
- Yes
- No",No
237,"If you follow these instructions, do you return to the starting point? Always face forward. Take 6 steps forward. Take 4 steps forward. Take 9 steps backward. Take 1 step backward.
Options:
- Yes
- No",Yes
239,"If you follow these instructions, do you return to the starting point? Always face forward. Take 6 steps backward. Take 7 steps left. Take 4 steps backward. Take 8 steps backward. Take 3 steps left.
Options:
- Yes
- No",No
241,"If you follow these instructions, do you return to the starting point? Take 10 steps. Turn around. Turn right. Turn left.
Options:
- Yes
- No",No
243,"If you follow these instructions, do you return to the starting point? Always face forward. Take 5 steps right. Take 4 steps backward. Take 8 steps left. Take 5 steps left. Take 6 steps backward. Take 9 steps forward. Take 5 steps right. Take 1 step forward. Take 3 steps right.
Options:
- Yes
- No",Yes
245,"If you follow these instructions, do you return to the starting point? Turn left. Take 9 steps. Take 3 steps. Turn right.
Options:
- Yes
- No",No
247,"If you follow these instructions, do you return to the starting point? Always face forward. Take 4 steps left. Take 5 steps backward. Take 2 steps forward.
Options:
- Yes
- No",No
249,"If you follow these instructions, do you return to the starting point? Always face forward. Take 7 steps backward. Take 10 steps right. Take 4 steps forward. Take 1 step left.
Options:
- Yes
- No",No
